Text,,Doc,Event,Label,
Una A man was killed and four others injured in a road mishap at Panoh village Una district on [TIME-ARG] Wednesday [TIME-ARG],, Woman from Punjab hit by truck dies.  Nurpur February 28 A woman was killed while one of her relatives sustained serious injuries when they were hit by a truck near Samker Bridge on the Jassur-Talwara road today.  The deceased has been identified as Shalu Devi 25 of Mukerian in Punjab and the injured as Mohit Chowdhary of Maira village.  The incident took place when the victims were talking to each other after parking their motorcycle on the roadside.  The truck was coming from the opposite direction.  While the woman died on the spot the injured was taken to the Community Health Centre Fatehpur.  The truck driver fled the scene.  A case has been registered.  Man killed in accident.  Una: A man was killed and four others injured in a road mishap at Panoh village Una district on Wednesday.  The deceased has been identified as Singh Raj 42 a resident of Daret village Baijnath Kangra district. ,TRANSPORT_HAZARDS,1,
[CASUALTIES-ARG] Man killed [CASUALTIES-ARG]  in accident,, Woman from Punjab hit by truck dies.  Nurpur February 28 A woman was killed while one of her relatives sustained serious injuries when they were hit by a truck near Samker Bridge on the Jassur-Talwara road today.  The deceased has been identified as Shalu Devi 25 of Mukerian in Punjab and the injured as Mohit Chowdhary of Maira village.  The incident took place when the victims were talking to each other after parking their motorcycle on the roadside.  The truck was coming from the opposite direction.  While the woman died on the spot the injured was taken to the Community Health Centre Fatehpur.  The truck driver fled the scene.  A case has been registered.  Man killed in accident.  Una: A man was killed and four others injured in a road mishap at Panoh village Una district on Wednesday.  The deceased has been identified as Singh Raj 42 a resident of Daret village Baijnath Kangra district. ,TRANSPORT_HAZARDS,1,
Una [CASUALTIES-ARG] A man was killed and four others injured [CASUALTIES-ARG]  in a road mishap at Panoh village Una district on Wednesday,, Woman from Punjab hit by truck dies.  Nurpur February 28 A woman was killed while one of her relatives sustained serious injuries when they were hit by a truck near Samker Bridge on the Jassur-Talwara road today.  The deceased has been identified as Shalu Devi 25 of Mukerian in Punjab and the injured as Mohit Chowdhary of Maira village.  The incident took place when the victims were talking to each other after parking their motorcycle on the roadside.  The truck was coming from the opposite direction.  While the woman died on the spot the injured was taken to the Community Health Centre Fatehpur.  The truck driver fled the scene.  A case has been registered.  Man killed in accident.  Una: A man was killed and four others injured in a road mishap at Panoh village Una district on Wednesday.  The deceased has been identified as Singh Raj 42 a resident of Daret village Baijnath Kangra district. ,TRANSPORT_HAZARDS,1,
On [TIME-ARG] October 2 another [TIME-ARG]  mild earthquake was recorded in the Chamba region,, 4.4 magnitude earthquake hits Himachals Mandi.  Mandi October 27 An earthquake measuring 4.4 on the Richter scale was recorded in the Mandi region of Himachal Pradesh on Friday an official said here.  No loss of life or damage to property was reported.  The tremors were recorded at 8.07 a.m. with its epicentre in the Mandi region said Meteorological Office Director Manmohan Singh.  On October 2 another mild earthquake was recorded in the Chamba region.  The state had suffered the most devastating quake in 1905 in the Kangra Valley killing over 20000 people. ,EARTHQUAKE,1,
The state had suffered the most devastating quake in [TIME-ARG] 1905 [TIME-ARG]  in the Kangra Valley killing over 20000 people,, 4.4 magnitude earthquake hits Himachals Mandi.  Mandi October 27 An earthquake measuring 4.4 on the Richter scale was recorded in the Mandi region of Himachal Pradesh on Friday an official said here.  No loss of life or damage to property was reported.  The tremors were recorded at 8.07 a.m. with its epicentre in the Mandi region said Meteorological Office Director Manmohan Singh.  On October 2 another mild earthquake was recorded in the Chamba region.  The state had suffered the most devastating quake in 1905 in the Kangra Valley killing over 20000 people. ,EARTHQUAKE,1,
On October 2 another mild earthquake was recorded in the [PLACE-ARG] Chamba region [PLACE-ARG],, 4.4 magnitude earthquake hits Himachals Mandi.  Mandi October 27 An earthquake measuring 4.4 on the Richter scale was recorded in the Mandi region of Himachal Pradesh on Friday an official said here.  No loss of life or damage to property was reported.  The tremors were recorded at 8.07 a.m. with its epicentre in the Mandi region said Meteorological Office Director Manmohan Singh.  On October 2 another mild earthquake was recorded in the Chamba region.  The state had suffered the most devastating quake in 1905 in the Kangra Valley killing over 20000 people. ,EARTHQUAKE,1,
The state had suffered the most devastating quake in 1905 in the [PLACE-ARG] Kangra Valley [PLACE-ARG]  killing over 20000 people,, 4.4 magnitude earthquake hits Himachals Mandi.  Mandi October 27 An earthquake measuring 4.4 on the Richter scale was recorded in the Mandi region of Himachal Pradesh on Friday an official said here.  No loss of life or damage to property was reported.  The tremors were recorded at 8.07 a.m. with its epicentre in the Mandi region said Meteorological Office Director Manmohan Singh.  On October 2 another mild earthquake was recorded in the Chamba region.  The state had suffered the most devastating quake in 1905 in the Kangra Valley killing over 20000 people. ,EARTHQUAKE,1,
Built as a homage to Sufi saint Sheikh NoorudDin Noorani the shrine is said to be around 600 years old  although the original was destroyed during a gunfight between militants and forces in [TIME-ARG] 1995 [TIME-ARG]  and then rebuilt,, Two policemen killed in separate attacks in Kashmir.  Two policemen were killed in different attacks in Kashmir on Sunday officials said and in both the incidents the assailants snatched the weapons of the policemen before escaping.  Constable Kultar Singh was killed when militants fired upon him outside the historic Chrar-e-Sharif shrine in central Kashmirs Budgam district on Sunday afternoon police said.  Director general of state police SP Vaid tweeted: “Pained at the loss of a valued colleague SGCt Kultar Singh JKAP 13 Bn who attained martyrdom in an attack on J-K Police guard for protection of Chrar-e-Sharif shrine.”.  The shrine is one of the most revered in Kashmir.  Built as a homage to Sufi saint Sheikh Noor-ud-Din Noorani the shrine is said to be around 600 years old -- although the original was destroyed during a gunfight between militants and forces in 1995 and then rebuilt.  Singhs last moments were captured in video which is now being circulated on social media where he falls to the ground bleeding after telling the man holding the camera that he was shot twice and the two gunmen escaped after snatching his rifle.  In the video locals are seen rushing for medical help after picking him up.  Police said constable Farooq Ahmed Yatoo was killed when militants fired on him in Soura locality of Srinagar.  Yatoo a native of Chadoora area of Budgam district was posted as a guard at the residence of separatist leader Fazal Haq Qureshi who had survived an attempt on his life in 2009 Police did not say how many men were involved the attack on Ahmed.Following. his killing the police chief took to Twitter once again to advice policemen to be more careful.  Police said investigation into both the cases are on. ,TERRORIST_ATTACK,1,
Only [TIME-ARG] last month [TIME-ARG]  17 persons were killed in a blaze in a cracker manufacturing unit in neighbouring Bawana,, Fire breaks out at footwear factory in Delhis Narela Industrial Area.  A fire broke out in a footwear factory in outer Delhis Narela Industrial Area on Monday morning prompting authorities to rush in at least six fire tenders to control the blaze.  According to a fire officer the blaze broke out on the ground floor of the factory at 9.30am.  Atul Garg chief fire officer Delhi Fire Services said the blaze spread to the entire ground floor within minutes.  The trigger behind the blaze is yet to be known he said.  “No casualties have been reported so far.  The fire tenders are dousing the blaze and the situation is under control” another fire officer said.  Scores of factories in the industrial areas of Narela and Bawana are sitting ducks when it comes to fire.  Many of these factories operate illegally and have little arrangements to deal with a blaze which are frequent occurrences.  Only last month 17 persons were killed in a blaze in a cracker manufacturing unit in neighbouring Bawana. ,FIRE,1,
Only last month 17 persons were killed in a blaze in a [PLACE-ARG] cracker manufacturing unit in neighbouring Bawana [PLACE-ARG],, Fire breaks out at footwear factory in Delhis Narela Industrial Area.  A fire broke out in a footwear factory in outer Delhis Narela Industrial Area on Monday morning prompting authorities to rush in at least six fire tenders to control the blaze.  According to a fire officer the blaze broke out on the ground floor of the factory at 9.30am.  Atul Garg chief fire officer Delhi Fire Services said the blaze spread to the entire ground floor within minutes.  The trigger behind the blaze is yet to be known he said.  “No casualties have been reported so far.  The fire tenders are dousing the blaze and the situation is under control” another fire officer said.  Scores of factories in the industrial areas of Narela and Bawana are sitting ducks when it comes to fire.  Many of these factories operate illegally and have little arrangements to deal with a blaze which are frequent occurrences.  Only last month 17 persons were killed in a blaze in a cracker manufacturing unit in neighbouring Bawana. ,FIRE,1,
On [TIME-ARG] January 4 [TIME-ARG]  a fire had broken out at a similar early hour in a shopping mall at Damana in Bhubaneswar,, Fire destroys garment store 3 adjacent shops in Cuttack.  CUTTACK: A three-storey garment store in the busy Palamandap locality of the city was completely gutted in a blazing fire which also reduced three nearby shops to ashes on Sunday.  No loss of life was reported in the mishap nor was any one injured.  The store had no fire safety equipment in place said fire fighters.  At around 11.25 am some of the customers in the store noticed a fire - caused reportedly due to a short circuit - and alerted its staff.  Salespersons and customers were immediately guided out of the showroom.  People also vacated the nearby buildings as soon as word spread of the fire.  The fire was so severe that 21 fire tenders and 160 personnel had to be pressed into action to douse the flames in an operation that lasted for more than five hours.  Locals have claimed that property worth crores was gutted in the fire.  I was standing near the store when heavy smoke began billowing out.  Within minutes the entire three-storey store was engulfed in flames.  The fire spread to the two other shops located in the neighbouring building said Srikant Das an eye-witness.  Das said there were very few customers in the store as it had just opened.  On January 4 a fire had broken out at a similar early hour in a shopping mall at Damana in Bhubaneswar.  With the stretch leading up to the store encroached upon by shops fire tenders had a tough time reaching the site.  Firemen also struggled to control the flames on Sunday as the garment store was filled with inflammable materials and had no fire safety equipment in place.  The store had no fire safety licence which is mandatory.  The store is over 100 feet high but the breadth of the staircase was only 1.5 feet.  Our men had to demolish walls and use hydraulic stairs to enter the structure and put out the flames said chief fire officer Sukant Sethi.  An electricity transformer is located outside the showroom - a fact that had triggered panic among many who were watching the scene from the roads.  Luckily firemen controlled the flames before they reached the transformer otherwise the results would have been disastrous said Laxman Agarwal another eye-witness.  Vehicular movement on the stretch from Badambadi to Link Road was affected for hours after the mishap.  Director general of fire services B K Sharma has ordered an inquiry into the incident to find out the exact cause behind the problem. ,FIRE,1,
On January 4 a fire had broken out at a similar early hour in a [PLACE-ARG] shopping mall at Damana in Bhubaneswar [PLACE-ARG],, Fire destroys garment store 3 adjacent shops in Cuttack.  CUTTACK: A three-storey garment store in the busy Palamandap locality of the city was completely gutted in a blazing fire which also reduced three nearby shops to ashes on Sunday.  No loss of life was reported in the mishap nor was any one injured.  The store had no fire safety equipment in place said fire fighters.  At around 11.25 am some of the customers in the store noticed a fire - caused reportedly due to a short circuit - and alerted its staff.  Salespersons and customers were immediately guided out of the showroom.  People also vacated the nearby buildings as soon as word spread of the fire.  The fire was so severe that 21 fire tenders and 160 personnel had to be pressed into action to douse the flames in an operation that lasted for more than five hours.  Locals have claimed that property worth crores was gutted in the fire.  I was standing near the store when heavy smoke began billowing out.  Within minutes the entire three-storey store was engulfed in flames.  The fire spread to the two other shops located in the neighbouring building said Srikant Das an eye-witness.  Das said there were very few customers in the store as it had just opened.  On January 4 a fire had broken out at a similar early hour in a shopping mall at Damana in Bhubaneswar.  With the stretch leading up to the store encroached upon by shops fire tenders had a tough time reaching the site.  Firemen also struggled to control the flames on Sunday as the garment store was filled with inflammable materials and had no fire safety equipment in place.  The store had no fire safety licence which is mandatory.  The store is over 100 feet high but the breadth of the staircase was only 1.5 feet.  Our men had to demolish walls and use hydraulic stairs to enter the structure and put out the flames said chief fire officer Sukant Sethi.  An electricity transformer is located outside the showroom - a fact that had triggered panic among many who were watching the scene from the roads.  Luckily firemen controlled the flames before they reached the transformer otherwise the results would have been disastrous said Laxman Agarwal another eye-witness.  Vehicular movement on the stretch from Badambadi to Link Road was affected for hours after the mishap.  Director general of fire services B K Sharma has ordered an inquiry into the incident to find out the exact cause behind the problem. ,FIRE,1,
These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in [PLACE-ARG] PoK [PLACE-ARG]  on September 29,, BSF head constable killed in cross-border firing in Rajouri.  A BSF head constable who was injured in heavy cross-border firing from the Pakistani side succumbed to his injuries on Monday in Rajouri sector of Jammu and Kashmir officials said.  Rai Singh 40 was injured in last nights shelling from the Pakistani side along the line of control LoC in the Rajouri sector in which three other BSF personnel were also injured.  The condition of another BSF personnel was critical.  “Last night in heavy shelling from Pakistan side along the LoC in Rajouri area four BSF Personnel sustained splinter injuries.  Head Constable Rai Singh who was seriously injured succumbed to his injuries while the condition of another personnel was serious” a BSF officer said.  Singh a resident of Jhajjar district of Haryana is survived by wife three sons and mother he said.  The army and the BSF were responding to Pakistans ceasefire violations and the exchange of fire was going on till last reports came in.  Sunday nights violation of the ceasefire came a day after a BSF jawan and a woman were injured and two houses damaged when Pakistani troops targeted Indian posts and civilian areas along the LoC in Nowshera and Sunderbani sectors of Rajouri with mortar attacks and small arms fire.  On Saturday morning Pakistani army resorted to ceasefire violations in the Nowshera sector and in the afternoon they started firing in the Sunderbani sector targeting Indian posts and civilian areas.  On Thursday Pakistani army had targeted Indian posts and civilian villages along the LoC in the Pallanwala sector of Jammu district.  On Tuesday they also targeted Indian posts with heavy firing and shelling for four hours along the LoC in Rajouri forcing Indian troops to retaliate.  There have been over 290 incidents of firing and shelling along the LoC and the International Border IB in Jammu and Kashmir by Pakistani troops.  These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in PoK on September 29,TERRORIST_ATTACK,1,
There have been over 290 incidents of firing and shelling along the [PLACE-ARG] LoC and the International Border IB in Jammu and Kashmir [PLACE-ARG]  by Pakistani troops,, BSF head constable killed in cross-border firing in Rajouri.  A BSF head constable who was injured in heavy cross-border firing from the Pakistani side succumbed to his injuries on Monday in Rajouri sector of Jammu and Kashmir officials said.  Rai Singh 40 was injured in last nights shelling from the Pakistani side along the line of control LoC in the Rajouri sector in which three other BSF personnel were also injured.  The condition of another BSF personnel was critical.  “Last night in heavy shelling from Pakistan side along the LoC in Rajouri area four BSF Personnel sustained splinter injuries.  Head Constable Rai Singh who was seriously injured succumbed to his injuries while the condition of another personnel was serious” a BSF officer said.  Singh a resident of Jhajjar district of Haryana is survived by wife three sons and mother he said.  The army and the BSF were responding to Pakistans ceasefire violations and the exchange of fire was going on till last reports came in.  Sunday nights violation of the ceasefire came a day after a BSF jawan and a woman were injured and two houses damaged when Pakistani troops targeted Indian posts and civilian areas along the LoC in Nowshera and Sunderbani sectors of Rajouri with mortar attacks and small arms fire.  On Saturday morning Pakistani army resorted to ceasefire violations in the Nowshera sector and in the afternoon they started firing in the Sunderbani sector targeting Indian posts and civilian areas.  On Thursday Pakistani army had targeted Indian posts and civilian villages along the LoC in the Pallanwala sector of Jammu district.  On Tuesday they also targeted Indian posts with heavy firing and shelling for four hours along the LoC in Rajouri forcing Indian troops to retaliate.  There have been over 290 incidents of firing and shelling along the LoC and the International Border IB in Jammu and Kashmir by Pakistani troops.  These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in PoK on September 29,TERRORIST_ATTACK,1,
These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in [PLACE-ARG] PoK [PLACE-ARG]  on September 29,, BSF head constable killed in cross-border firing in Rajouri.  A BSF head constable who was injured in heavy cross-border firing from the Pakistani side succumbed to his injuries on Monday in Rajouri sector of Jammu and Kashmir officials said.  Rai Singh 40 was injured in last nights shelling from the Pakistani side along the line of control LoC in the Rajouri sector in which three other BSF personnel were also injured.  The condition of another BSF personnel was critical.  “Last night in heavy shelling from Pakistan side along the LoC in Rajouri area four BSF Personnel sustained splinter injuries.  Head Constable Rai Singh who was seriously injured succumbed to his injuries while the condition of another personnel was serious” a BSF officer said.  Singh a resident of Jhajjar district of Haryana is survived by wife three sons and mother he said.  The army and the BSF were responding to Pakistans ceasefire violations and the exchange of fire was going on till last reports came in.  Sunday nights violation of the ceasefire came a day after a BSF jawan and a woman were injured and two houses damaged when Pakistani troops targeted Indian posts and civilian areas along the LoC in Nowshera and Sunderbani sectors of Rajouri with mortar attacks and small arms fire.  On Saturday morning Pakistani army resorted to ceasefire violations in the Nowshera sector and in the afternoon they started firing in the Sunderbani sector targeting Indian posts and civilian areas.  On Thursday Pakistani army had targeted Indian posts and civilian villages along the LoC in the Pallanwala sector of Jammu district.  On Tuesday they also targeted Indian posts with heavy firing and shelling for four hours along the LoC in Rajouri forcing Indian troops to retaliate.  There have been over 290 incidents of firing and shelling along the LoC and the International Border IB in Jammu and Kashmir by Pakistani troops.  These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in PoK on September 29,TERRORIST_ATTACK,1,
These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on [PARTICIPANT-ARG] terrorist [PARTICIPANT-ARG]  launch pads in PoK on September 29,, BSF head constable killed in cross-border firing in Rajouri.  A BSF head constable who was injured in heavy cross-border firing from the Pakistani side succumbed to his injuries on Monday in Rajouri sector of Jammu and Kashmir officials said.  Rai Singh 40 was injured in last nights shelling from the Pakistani side along the line of control LoC in the Rajouri sector in which three other BSF personnel were also injured.  The condition of another BSF personnel was critical.  “Last night in heavy shelling from Pakistan side along the LoC in Rajouri area four BSF Personnel sustained splinter injuries.  Head Constable Rai Singh who was seriously injured succumbed to his injuries while the condition of another personnel was serious” a BSF officer said.  Singh a resident of Jhajjar district of Haryana is survived by wife three sons and mother he said.  The army and the BSF were responding to Pakistans ceasefire violations and the exchange of fire was going on till last reports came in.  Sunday nights violation of the ceasefire came a day after a BSF jawan and a woman were injured and two houses damaged when Pakistani troops targeted Indian posts and civilian areas along the LoC in Nowshera and Sunderbani sectors of Rajouri with mortar attacks and small arms fire.  On Saturday morning Pakistani army resorted to ceasefire violations in the Nowshera sector and in the afternoon they started firing in the Sunderbani sector targeting Indian posts and civilian areas.  On Thursday Pakistani army had targeted Indian posts and civilian villages along the LoC in the Pallanwala sector of Jammu district.  On Tuesday they also targeted Indian posts with heavy firing and shelling for four hours along the LoC in Rajouri forcing Indian troops to retaliate.  There have been over 290 incidents of firing and shelling along the LoC and the International Border IB in Jammu and Kashmir by Pakistani troops.  These incidents have resulted in the death of 26 people including 14 security personnel since the surgical strike on terrorist launch pads in PoK on September 29,TERRORIST_ATTACK,1,
Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in [TIME-ARG] September [TIME-ARG],, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in [PLACE-ARG] crowded public places such as mosques and markets [PLACE-ARG],, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring [PLACE-ARG] Borno state [PLACE-ARG]  in September,, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
Boko Haram has waged an insurgency in northeast Nigeria since 2009 in its attempt to create an [PLACE-ARG] Islamic state in the region [PLACE-ARG]  killing more than 20000 and forcing about 2 million people to flee their homes,, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
Tuesdays attack is the [CASUALTIES-ARG] highest loss of life since 18 people were killed [CASUALTIES-ARG]  in neighbouring Borno state in September,, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
Boko Haram has waged an insurgency in northeast Nigeria since 2009 in its attempt to create an Islamic state in the region [CASUALTIES-ARG] killing more than 20000 and forcing about 2 million people to flee their homes [CASUALTIES-ARG],, 50 dead in suicide bomb attack at Nigeria mosque.  Kano: A suicide bomber has killed at least 50 people at a mosque in the north-eastern Nigerian town of Mubi police say.  The teenage bomber detonated his explosives early on Tuesday in Adamawa state as people were arriving for morning prayers.  Police spokesman Othman Abubakar said that the young man was mingling among the worshippers.  Ahmed Musa chairman of Mubi council said dozens of people had been injured.  Police were still trying to ascertain the number of injured because they are in various hospitals Mr Abubakar said.  There was no immediate claim of responsibility but the attack bears the hallmark of Boko Haram which typically mounts suicide attacks in crowded public places such as mosques and markets.  Tuesdays attack is the highest loss of life since 18 people were killed in neighbouring Borno state in September.  Boko Haram has waged an insurgency in north-east Nigeria since 2009 in its attempt to create an Islamic state in the region killing more than 20000 and forcing about 2 million people to flee their homes.  Most attacks by the group focus on Borno state the birthplace of the insurgency.  The group held a swathe of land around the size of Belgium in Borno Adamawa and Yobe states until early 2015 but were forced out by Nigerias army backed by troops from neighbouring countries. ,TERRORIST_ATTACK,1,
One of the deadliest fires in recent city memory happened elsewhere in the Bronx in [TIME-ARG] 2007 [TIME-ARG]  Nine children and one adult died in a blaze sparked by a space heater,, 12 killed in New York City apartment fire.  Twelve people were killed and four more were seriously injured and fighting for their lives late Thursday in a fast-moving fire at an apartment building on a frigid night in the Bronx according to New York Citys mayor.  The victims included a child around a year old Mayor Bill de Blasio said during a briefing outside the building.  “We may lose others as well” he said.  Fire Commissioner Daniel Nigro called the fire “historic in its magnitude” because of the number of lives lost.  “Our hearts go out to every person who lost a loved one here and everyone who is fighting for their lives” he said.  The blaze broke out at a five-story building a block from the grounds of the Bronx Zoo.  The fire began on the first floor just before 7 p.m. and quickly ripped through much of the building officials said.  Neighborhood resident Robert Gonzalez who has a friend who lives in the building said she got out on a fire escape as another resident fled with five children.  “When I got here she was crying” Mr.  Gonzalez said.  Windows on some upper floors were smashed and blackened.  “The smoke was crazy people screaming Get out” a witness Jamal Flicker told the New York Post.  “I heard a woman yelling Were trapped help”.  According to city records the building had no elevator.  Fire escapes were visible on the facade of the building.  One of the deadliest fires in recent city memory happened elsewhere in the Bronx in 2007 Nine children and one adult died in a blaze sparked by a space heater. ,FIRE,1,
One of the deadliest fires in recent city memory happened elsewhere in the Bronx in 2007 [CASUALTIES-ARG] Nine children and one adult died [CASUALTIES-ARG]  in a blaze sparked by a space heater,, 12 killed in New York City apartment fire.  Twelve people were killed and four more were seriously injured and fighting for their lives late Thursday in a fast-moving fire at an apartment building on a frigid night in the Bronx according to New York Citys mayor.  The victims included a child around a year old Mayor Bill de Blasio said during a briefing outside the building.  “We may lose others as well” he said.  Fire Commissioner Daniel Nigro called the fire “historic in its magnitude” because of the number of lives lost.  “Our hearts go out to every person who lost a loved one here and everyone who is fighting for their lives” he said.  The blaze broke out at a five-story building a block from the grounds of the Bronx Zoo.  The fire began on the first floor just before 7 p.m. and quickly ripped through much of the building officials said.  Neighborhood resident Robert Gonzalez who has a friend who lives in the building said she got out on a fire escape as another resident fled with five children.  “When I got here she was crying” Mr.  Gonzalez said.  Windows on some upper floors were smashed and blackened.  “The smoke was crazy people screaming Get out” a witness Jamal Flicker told the New York Post.  “I heard a woman yelling Were trapped help”.  According to city records the building had no elevator.  Fire escapes were visible on the facade of the building.  One of the deadliest fires in recent city memory happened elsewhere in the Bronx in 2007 Nine children and one adult died in a blaze sparked by a space heater. ,FIRE,1,
According to the preliminary report of the Indian Meteorological Department the quake at a depth of 10 km below the surface was recorded at [PLACE-ARG] 221 am [PLACE-ARG] ,, 3.2-magnitude. earthquake jolts Thane in Maharashtra.  Thane January 2 An earthquake measuring 3.2 on the Richter scale jolted Thane and surrounding areas on Tuesday morning the IMD said.  According to the preliminary report of the Indian Meteorological Department the quake at a depth of 10 km below the surface was recorded at 2.21 am. The epicentre of the quake was calculated at latitude 19.8 degrees north and 73.1 degrees east falling in Thane region.  There were no reports of any casualties or damage to properties officials said.  IANS. ,EARTHQUAKE,1,
