Text1,Text2,Doc,Event,Label
The initial cyclone death toll was 19 Some [CASUALTIES-ARG] 28000 people have been displaced [CASUALTIES-ARG]  by the CYCLONE which hit Indonesias most populous island last week,[CASUALTIES-ARG] Almost five thousand homes have been damaged and more than three thousand others were inundated [CASUALTIES-ARG]  by flooding said agency spokesman Sutopo Purwo Nugroho, Indonesia cyclone death toll more than doubles to 41 JAKARTA: A tropical cyclone that pounded Indonesias main island of Java has killed 41 people the countrys disaster agency said on Tuesday more than double the initial toll with tens of thousands displaced by severe flooding and landslides.  Among the victims of Cyclone Cempaka were 25 people killed by a single landslide in east Java last week the agency said.  The initial cyclone death toll was 19 Some 28000 people have been displaced by the CYCLONE which hit Indonesias most populous island last week.  Almost five thousand homes have been damaged and more than three thousand others were inundated by flooding said agency spokesman Sutopo Purwo Nugroho.  The destruction from the cyclone came as the rumbling Mount Agung volcano on the neighbouring resort island of Bali threatened to erupt forcing tens of thousands to flee their homes.  Cempaka has moved away from Indonesia but Nugroho warned that more flooding and landslides still could happen.  Indonesia is prone to natural disasters and is often hit by floods and landslides.  A landslide on Bali in February killed 12 people including three children.  In almost in floods and landslides in,STORM,0
Indonesia cyclone death toll more than doubles to 41 JAKARTA A tropical cyclone that pounded Indonesias main island of Java has killed 41 people the countrys disaster agency said on Tuesday more than double the initial toll with tens of thousands displaced by [AFTER_EFFECTS-ARG] severe flooding and landslides [AFTER_EFFECTS-ARG],The destruction from the cyclone came as the [AFTER_EFFECTS-ARG] rumbling Mount Agung volcano on the neighbouring resort island of Bali threatened to erupt [AFTER_EFFECTS-ARG]  forcing tens of thousands to flee their homes, Indonesia cyclone death toll more than doubles to 41 JAKARTA: A tropical cyclone that pounded Indonesias main island of Java has killed 41 people the countrys disaster agency said on Tuesday more than double the initial toll with tens of thousands displaced by severe flooding and landslides.  Among the victims of Cyclone Cempaka were 25 people killed by a single landslide in east Java last week the agency said.  The initial cyclone death toll was 19 Some 28000 people have been displaced by the CYCLONE which hit Indonesias most populous island last week.  Almost five thousand homes have been damaged and more than three thousand others were inundated by flooding said agency spokesman Sutopo Purwo Nugroho.  The destruction from the cyclone came as the rumbling Mount Agung volcano on the neighbouring resort island of Bali threatened to erupt forcing tens of thousands to flee their homes.  Cempaka has moved away from Indonesia but Nugroho warned that more flooding and landslides still could happen.  Indonesia is prone to natural disasters and is often hit by floods and landslides.  A landslide on Bali in February killed 12 people including three children.  In almost in floods and landslides in,STORM,0
Magnitude 64 quake hits [PLACE-ARG] Japan [PLACE-ARG]  USGS,Magnitude 64 quake hits [PLACE-ARG] Japan [PLACE-ARG]  USGS, Magnitude 6.4 quake hits Japan: USGS.  TOKYO: An earthquake of magnitude 6.4 struck off Japan on Wednesday the United States Geological Survey said.  There were no immediate reports of damage or casualties from the quake which hit 103 km 64 miles northeast of the island of Honshu at a depth of 64 km 40 miles.  More details awaited. ,EARTHQUAKE,1
Magnitude 64 quake hits [PLACE-ARG] Japan [PLACE-ARG]  USGS,There were no immediate reports of damage or casualties from the quake which hit [PLACE-ARG] 103 km 64 miles northeast of the island of Honshu [PLACE-ARG]  at a depth of 64 km 40 miles, Magnitude 6.4 quake hits Japan: USGS.  TOKYO: An earthquake of magnitude 6.4 struck off Japan on Wednesday the United States Geological Survey said.  There were no immediate reports of damage or casualties from the quake which hit 103 km 64 miles northeast of the island of Honshu at a depth of 64 km 40 miles.  More details awaited. ,EARTHQUAKE,0
TIRUNELVELI Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on [TIME-ARG] Wednesday night [TIME-ARG]  after feeling mild tremors,The incident is said to have taken place between [TIME-ARG] 9 to 910 pm [TIME-ARG]  Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,0
TIRUNELVELI Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on [TIME-ARG] Wednesday night [TIME-ARG]  after feeling mild tremors,The tremors lasted for [TIME-ARG] only two to three seconds [TIME-ARG], Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,0
The incident is said to have taken place between [TIME-ARG] 9 to 910 pm [TIME-ARG]  Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors,The tremors lasted for [TIME-ARG] only two to three seconds [TIME-ARG], Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,0
Mild tremors felt near [PLACE-ARG] Tenkasi [PLACE-ARG],TIRUNELVELI Thousands of residents from villages in and around [PLACE-ARG] Tenkasi in Tirunelveli district [PLACE-ARG]  ran to the road on Wednesday night after feeling mild tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
Mild tremors felt near [PLACE-ARG] Tenkasi [PLACE-ARG],The incident is said to have taken place between 9 to 910 pm Villagers and residents of [PLACE-ARG] Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai [PLACE-ARG]  felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
Mild tremors felt near [PLACE-ARG] Tenkasi [PLACE-ARG],The incident is said to have taken place between 9 to 910 pm Villagers and residents of Melagaram Achampudur [PLACE-ARG] Vadakarai [PLACE-ARG]  Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
Mild tremors felt near [PLACE-ARG] Tenkasi [PLACE-ARG],The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few [PLACE-ARG] villages in Sengottai Kadayanallur and Tenkasi Taluks [PLACE-ARG]  felt mild tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
TIRUNELVELI Thousands of residents from villages in and around [PLACE-ARG] Tenkasi in Tirunelveli district [PLACE-ARG]  ran to the road on Wednesday night after feeling mild tremors,The incident is said to have taken place between 9 to 910 pm Villagers and residents of [PLACE-ARG] Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai [PLACE-ARG]  felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
TIRUNELVELI Thousands of residents from villages in and around [PLACE-ARG] Tenkasi in Tirunelveli district [PLACE-ARG]  ran to the road on Wednesday night after feeling mild tremors,The incident is said to have taken place between 9 to 910 pm Villagers and residents of Melagaram Achampudur [PLACE-ARG] Vadakarai [PLACE-ARG]  Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
TIRUNELVELI Thousands of residents from villages in and around [PLACE-ARG] Tenkasi in Tirunelveli district [PLACE-ARG]  ran to the road on Wednesday night after feeling mild tremors,The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few [PLACE-ARG] villages in Sengottai Kadayanallur and Tenkasi Taluks [PLACE-ARG]  felt mild tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
The incident is said to have taken place between 9 to 910 pm Villagers and residents of [PLACE-ARG] Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai [PLACE-ARG]  felt the tremors,The incident is said to have taken place between 9 to 910 pm Villagers and residents of Melagaram Achampudur [PLACE-ARG] Vadakarai [PLACE-ARG]  Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
The incident is said to have taken place between 9 to 910 pm Villagers and residents of [PLACE-ARG] Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai [PLACE-ARG]  felt the tremors,The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few [PLACE-ARG] villages in Sengottai Kadayanallur and Tenkasi Taluks [PLACE-ARG]  felt mild tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
The incident is said to have taken place between 9 to 910 pm Villagers and residents of Melagaram Achampudur [PLACE-ARG] Vadakarai [PLACE-ARG]  Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors,The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few [PLACE-ARG] villages in Sengottai Kadayanallur and Tenkasi Taluks [PLACE-ARG]  felt mild tremors, Mild tremors felt near Tenkasi.  TIRUNELVELI: Thousands of residents from villages in and around Tenkasi in Tirunelveli district ran to the road on Wednesday night after feeling mild tremors.  The incident is said to have taken place between 9 to 9.10 pm. Villagers and residents of Melagaram Achampudur Vadakarai Paimpozhil and Tenkasi and from Thirumalaikovil to Thenmalai felt the tremors.  Villagers said that they rushed out of their houses.  Even more than an hour after the incident took place they refused to go back inside.  People of Vadakarai said that this is the second time they felt tremors in the last six years.  The village had also felt tremors in 2001 District collector Sandeep Nanduri told TOI that a few villages in Sengottai Kadayanallur and Tenkasi Taluks felt mild tremors.  The tremors lasted for only two to three seconds.  No damage was reportedhe said and added that the respective tahsildars and revenue officials were asked to inspect the affected places.  Though no untoward incidents were reported we have asked revenue officials to thoroughly study the situation before we ask people to stay calm he added. tnn. ,EARTHQUAKE,1
Earthquake in [PLACE-ARG] China [PLACE-ARG]  kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,Earthquake in China kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the [PLACE-ARG] south central Gansu Province in China [PLACE-ARG], Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,1
Earthquake in [PLACE-ARG] China [PLACE-ARG]  kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,The earthquake was located [PLACE-ARG] 13 km east of the city of Chabu [PLACE-ARG]  75 people have been killed and over 400 injured, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in [PLACE-ARG] China [PLACE-ARG]  kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,Over 5600 houses have been damaged and 380 have collapsed in the [PLACE-ARG] Zhangxian County [PLACE-ARG]  alone, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in China kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the [PLACE-ARG] south central Gansu Province in China [PLACE-ARG],The earthquake was located [PLACE-ARG] 13 km east of the city of Chabu [PLACE-ARG]  75 people have been killed and over 400 injured, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in China kills 75 and injures more than 400 A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the [PLACE-ARG] south central Gansu Province in China [PLACE-ARG],Over 5600 houses have been damaged and 380 have collapsed in the [PLACE-ARG] Zhangxian County [PLACE-ARG]  alone, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
The earthquake was located [PLACE-ARG] 13 km east of the city of Chabu [PLACE-ARG]  75 people have been killed and over 400 injured,Over 5600 houses have been damaged and 380 have collapsed in the [PLACE-ARG] Zhangxian County [PLACE-ARG]  alone, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in China [CASUALTIES-ARG] kills 75 and injures more than 400 [CASUALTIES-ARG]  A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,The earthquake was located 13 km east of the city of Chabu [CASUALTIES-ARG] 75 people have been killed and over 400 injured [CASUALTIES-ARG], Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,1
Earthquake in China [CASUALTIES-ARG] kills 75 and injures more than 400 [CASUALTIES-ARG]  A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,[CASUALTIES-ARG] Over 5600 houses have been damaged and 380 have collapsed [CASUALTIES-ARG]  in the Zhangxian County alone, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in China [CASUALTIES-ARG] kills 75 and injures more than 400 [CASUALTIES-ARG]  A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,[CASUALTIES-ARG] Homes have been left without power and means of communication [CASUALTIES-ARG], Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
Earthquake in China [CASUALTIES-ARG] kills 75 and injures more than 400 [CASUALTIES-ARG]  A magnitude 59 earthquake with a shallow depth of 98 km 61miles struck the south central Gansu Province in China,The earthquake has caused a [CASUALTIES-ARG] loss of 21 million [CASUALTIES-ARG], Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
The earthquake was located 13 km east of the city of Chabu [CASUALTIES-ARG] 75 people have been killed and over 400 injured [CASUALTIES-ARG],[CASUALTIES-ARG] Over 5600 houses have been damaged and 380 have collapsed [CASUALTIES-ARG]  in the Zhangxian County alone, Earthquake in China kills 75 and injures more than 400 A magnitude 5.9 earthquake with a shallow depth of 9.8 km 6.1miles. struck the south central Gansu Province in China.  The earthquake was located 13 km east of the city of Chabu. 75 people have been killed and over 400 injured.  Over 5600 houses have been damaged and 380 have collapsed in the Zhangxian County alone.  Homes have been left without power and means of communication.  The earthquake caused landslides which are likely to worsen as the forecast rain arrives.  Rescue effort is underway as the military fire fighters and rescue dogs arrived at the scene and deployed aid such as tents.  The earthquake has caused a loss of £21 million. ,EARTHQUAKE,0
